Sample_Name,MAG_Identifier,Contig,Start,Stop,ORF_ID,Best_Hit_ARO,Resistance Mechanism,AMR_Gene_Family,Antibiotic,Drug Class,Model_Type,Percent of Sequence,Identity_perc
bc2128,semibin2,contig_2370_376,404742,405551,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,115.45,32.12
bc2128,semibin2,contig_2375_151,163288,166458,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,60.25
bc2128,semibin2,contig_449_207,220854,221543,,smeR,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1550,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,100.00,98.25
bc2129,complete.10,contig_323_471,523424,526615,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,66.86
bc2129,complete.10,contig_323_652,733482,735191,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,103.27,40.55
bc2129,complete.10,contig_323_662,746939,748588,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,99.64,42.02
bc2129,complete.10,contig_323_711,797901,800999,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.45,43.49
bc2129,complete.10,contig_323_991,1119393,1120715,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.96
bc2129,complete.10,contig_323_1654,1817993,1818451,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,97.44,68.31
bc2129,complete.10,contig_323_2166,2364638,2364826,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.65
bc2129,complete.10,contig_323_5191,5754831,5755247,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,60.43
bc2129,complete.10,contig_323_5937,6598947,6599819,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,103.20,33.71
bc2129,complete.13,contig_62_3119,3348152,3349132,,SGM-7,antibiotic inactivation,SGM beta-lactamase,5650,carbapenem,Strict,100.00,98.47
bc2129,complete.13,contig_62_3326,3563304,3563633,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,44.34
bc2129,complete.13,contig_62_3925,4233229,4236417,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2129,complete.9,contig_3_2107,2288112,2291285,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,43.37
bc2129,complete.9,contig_3_3162,3411061,3412077,,vanH gene in vanO cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,96.57,38.32
bc2129,metabat2.10,contig_1172_255,301239,304418,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,51.59
bc2129,metabat2.1,contig_1222_759,855696,856025,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,46.23
bc2129,metabat2.1,contig_271_114,163723,166929,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.85,85.15
bc2129,metabat2.1,contig_271_493,597450,600611,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.43,45.22
bc2129,metabat2.2,contig_274_326,293724,295472,,msbA,antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump,metronidazole,nitroimidazole antibiotic,Strict,100.00,92.96
bc2129,metabat2.2,contig_274_755,759865,760848,,PmrF,antibiotic target alteration,pmr phosphoethanolamine transferase,polymyxin B,peptide antibiotic,Strict,101.55,83.9
bc2129,metabat2.2,contig_274_758,763720,765381,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,100.36,64.91
bc2129,metabat2.2,contig_274_866,880784,881980,,Shigella flexneri acrA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,100.25,83.92
bc2129,metabat2.2,contig_274_867,882003,885152,,acrB,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,100.00,89.32
bc2129,metabat2.2,contig_274_975,993844,994944,,vanG,antibiotic target alteration,glycopeptide resistance gene cluster; Van ligase,vancomycin,glycopeptide antibiotic,Strict,104.87,39.61
bc2129,metabat2.2,contig_274_1231,1284454,1285398,,leuO,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,acriflavine; puromycin,nucleoside antibiotic; disinfecting agents and antiseptics,Strict,100.00,80.57
bc2129,metabat2.2,contig_274_1417,1485159,1485578,,fosA5,antibiotic inactivation,fosfomycin thiol transferase,ciprofloxacin; gentamicin,fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic,Strict,100.00,76.98
bc2129,metabat2.2,contig_646_360,398063,398695,,CRP,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,erythromycin; cloxacillin; oxacillin; norfloxacin,macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam,Strict,100.00,99.05
bc2129,metabat2.2,contig_646_1115,1162554,1162739,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,100.00,85.25
bc2129,metabat2.2,contig_646_1127,1175505,1177043,,emrB,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,nalidixic acid,fluoroquinolone antibiotic,Strict,100.00,94.02
bc2129,metabat2.2,contig_646_1129,1178359,1178889,,emrR,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,nalidixic acid,fluoroquinolone antibiotic,Strict,100.00,91.43
bc2129,metabat2.2,contig_646_1399,1456095,1459208,,acrD,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,neomycin; amikacin; kanamycin A; tobramycin; gentamicin,aminoglycoside antibiotic,Strict,100.00,89.68
bc2129,metabat2.2,contig_646_1742,1834704,1837781,,mdtC,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,novobiocin,aminocoumarin antibiotic,Strict,100.00,89.76
bc2129,metabat2.2,contig_646_1743,1837782,1840904,,mdtB,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,novobiocin,aminocoumarin antibiotic,Strict,100.00,90.19
bc2129,metabat2.2,contig_646_2472,2546853,2547236,,marA,antibiotic efflux; reduced permeability to antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,100.00,92.13
bc2129,metabat2.2,contig_274_1224,1276507,1278276,,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,antibiotic target alteration,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir,cephalosporin; penicillin beta-lactam,Strict,96.56,53.01
bc2129,metabat2.2,contig_274_1778,1884146,1885330,,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,antibiotic target alteration,elfamycin resistant EF-Tu,pulvomycin,elfamycin antibiotic,Strict,96.33,97.46
bc2129,metabat2.2,contig_646_391,425444,426628,,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,antibiotic target alteration,elfamycin resistant EF-Tu,pulvomycin,elfamycin antibiotic,Strict,96.33,97.21
bc2129,metabat2.2,contig_646_1626,1702297,1703649,,Escherichia coli GlpT with mutation conferring resistance to fosfomycin,antibiotic target alteration,antibiotic-resistant GlpT,fosfomycin,phosphonic acid antibiotic,Strict,99.56,92.22
bc2129,metabat2.2,contig_646_1739,1831095,1831817,,baeR,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,neomycin; amikacin; kanamycin A; tobramycin; novobiocin; gentamicin,aminoglycoside antibiotic; aminocoumarin antibiotic,Strict,100.00,95.0
bc2129,metabat2.2,contig_646_2473,2547255,2547719,,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,antibiotic target alteration; antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,106.94,87.5
bc2129,metabat2.6,contig_1_703,719573,719761,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.33
bc2129,metabat2.6,contig_1_2986,3276634,3277731,,vanG,antibiotic target alteration,glycopeptide resistance gene cluster; Van ligase,vancomycin,glycopeptide antibiotic,Strict,104.58,38.02
bc2129,metabat2.6,contig_1_3693,4028314,4031475,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.43,42.48
bc2129,metabat2.6,contig_1_3729,4068452,4068868,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,61.03
bc2129,metabat2.6,contig_1_4215,4557281,4557730,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,95.51,69.01
bc2129,metabat2.6,contig_1_4472,4851983,4853305,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.49
bc2129,metabat2.6,contig_1_4692,5137110,5140286,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.91,58.49
bc2129,metabat2.6,contig_1_4732,5189044,5192133,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.17,43.66
bc2129,metabat2.6,contig_1_4834,5316200,5319379,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,66.41
bc2129,metabat2.6,contig_1_4959,5471147,5472802,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,100.00,43.17
bc2129,metabat2.6,contig_2_646,727960,729615,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,100.00,40.18
bc2129,semibin2,contig_238_6,5980,9168,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,50.95
bc2130,metabat2.17,contig_2928_11,10316,10735,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,98.58,53.38
bc2130,metabat2.17,contig_2928_38,38133,38465,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,42.31
bc2130,metabat2.19,contig_1704_114,121998,125186,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2130,metabat2.19,contig_2818_335,337184,340363,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,42.21
bc2130,metabat2.19,contig_653_166,179365,180345,,SGM-6,antibiotic inactivation,SGM beta-lactamase,5649,carbapenem,Strict,100.00,97.85
bc2130,metabat2.2,contig_4_158,204761,205465,,smeR,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1550,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,102.18,94.74
bc2130,metabat2.2,contig_4_160,206982,208178,,smeA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,1507,aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam,Strict,100.00,95.23
bc2130,metabat2.2,contig_4_527,616656,617840,,smeD,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.73
bc2130,metabat2.2,contig_4_528,617853,620975,,smeE,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,100.00,98.65
bc2130,metabat2.2,contig_4_529,621047,622432,,smeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline; chloramphenicol,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,Strict,98.93,97.18
bc2130,metabat2.2,contig_4_1266,1470555,1470887,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,48.78
bc2130,metabat2.2,contig_4_2400,2736488,2737492,,APH(9)-Ic,antibiotic inactivation,APH(9),spectinomycin,aminoglycoside antibiotic,Strict,96.53,91.32
bc2130,metabat2.2,contig_4_2588,2934779,2937949,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.72,60.15
bc2130,metabat2.2,contig_4_3194,3589569,3590378,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,115.45,32.85
bc2130,metabat2.33,contig_20_313,324978,328166,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.1
